ecosystem,ecosystem_type,company_name,company_url,official_source_url,source_page_type,source_capture_date,status,status_note,region,category,official_description,discovery_only,name_source
2150,physical-world and built-environment venture investor,Getmobil,,https://www.2150.vc/investments/getmobil,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,Turkey,,"Getmobil Getmobil cuts e-waste by bringing circularity to consumer electronics in Turkey, connecting consumers, merchants, and trade-in partners for refurbished devices.",true,official investment card text
2150,physical-world and built-environment venture investor,Gigaton,,https://www.2150.vc/investments/gigaton,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United Kingdom,,"Gigaton Gigaton uses AI to autonomously control and decarbonize energy-intensive plants, starting with cement, replacing legacy systems to cut emissions and costs.",true,official investment card text
2150,physical-world and built-environment venture investor,Hometree,,https://www.2150.vc/investments/hometree,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United Kingdom,,"Hometree Exited Hometree is a home energy services company decarbonising 100k+ homes through heat pump and renewables installation, maintenance, and affordable insurance.",true,official investment card text
2150,physical-world and built-environment venture investor,Kelvin Systems,,https://www.2150.vc/investments/kelvin-systems,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United States,,"Kelvin Systems Kelvin cuts energy waste in legacy buildings with retrofittable insulated radiator covers, heat pumps, and smart controls that lower heating costs.",true,official investment card text
2150,physical-world and built-environment venture investor,Leko Labs,,https://www.2150.vc/investments/leko-labs,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,Luxembourg,,"Leko Labs Exited Leko Labs pairs patented wood lattice structures with advanced robotics to build at any scale with wood, replacing steel and concrete and cutting CO2 per home.",true,official investment card text
2150,physical-world and built-environment venture investor,Luxwall,,https://www.2150.vc/investments/luxwall,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United States,,"Luxwall LuxWall's next-generation vacuum-insulated glass cuts heating and cooling costs by up to 45% in a scalable, drop-in solution with leading performance.",true,official investment card text
2150,physical-world and built-environment venture investor,Metycle,,https://www.2150.vc/investments/metycle,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,Germany,,"Metycle Metycle decarbonizes the metals industry by enabling circular trade of scrap and recycled metals through a faster, cheaper, more efficient B2B marketplace.",true,official investment card text
2150,physical-world and built-environment venture investor,Mission Zero Technologies,,https://www.2150.vc/investments/mission-zero-technologies,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United Kingdom,,"Mission Zero Technologies Mission Zero Technologies' Direct Air Capture systems recover high-purity CO₂ from ambient air at far lower cost and energy use, ready to plug in at any site.",true,official investment card text
2150,physical-world and built-environment venture investor,Molg,,https://www.2150.vc/investments/molg,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United States,,"Molg Molg enables circular manufacturing: robotic microfactories autonomously disassemble complex electronics, and it helps manufacturers design products for reuse.",true,official investment card text
2150,physical-world and built-environment venture investor,Nabr,,https://www.2150.vc/investments/nabr,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United States,,"Nabr Nabr is a direct-to-consumer housing company delivering customizable, sustainable apartments at scale, helping more people own quality homes in cities.",true,official investment card text
2150,physical-world and built-environment venture investor,Nature Metrics,,https://www.2150.vc/investments/nature-metrics,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United Kingdom,,Nature Metrics NatureMetrics tackles biodiversity measurement by applying low-cost genomic sequencing and easy field sampling of environmental DNA (eDNA).,true,official investment card text
2150,physical-world and built-environment venture investor,Nodes & Links,,https://www.2150.vc/investments/nodes-links,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United Kingdom,,"Nodes & Links Nodes & Links offers an AI-powered project control platform that turns scheduling data into insights, helping deliver complex projects on time and on budget.",true,official investment card text
2150,physical-world and built-environment venture investor,Normative,,https://www.2150.vc/investments/normative,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,Sweden,,"Normative Normative is the world's first carbon accounting engine, helping businesses measure their footprint and design science-based plans to cut emissions.",true,official investment card text
2150,physical-world and built-environment venture investor,OpenSolar,,https://www.2150.vc/investments/opensolar,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United Kingdom,,"OpenSolar OpenSolar gives thousands of solar contractors free, class-leading software to design, sell, finance, and manage solar projects end to end.",true,official investment card text
2150,physical-world and built-environment venture investor,Photara,,https://www.2150.vc/investments/photara,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United States,,Photara Photara builds advanced tools to replace silver with copper in solar manufacturing.,true,official investment card text
2150,physical-world and built-environment venture investor,SiTration,,https://www.2150.vc/investments/sitration,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United States,,"SiTration SiTration enables a circular economy with ultra-efficient, low-cost recovery of critical metals from mining waste and end-of-life batteries.",true,official investment card text
2150,physical-world and built-environment venture investor,Superlight,,https://www.2150.vc/investments/superlight,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United Kingdom,,Superlight Superlight's design enables the unlock of cheaper and lighter electric trucks via a completely novel chassis and motor configuration.,true,official investment card text
2150,physical-world and built-environment venture investor,Urban Footprint,,https://www.2150.vc/investments/urban-footprint,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,United States,,"Urban Footprint Exited UrbanFootprint, the world's first urban intelligence platform, delivers climate and resilience data to those who finance, insure, and rebuild infrastructure.",true,official investment card text
2150,physical-world and built-environment venture investor,Vammo,,https://www.2150.vc/investments/vammo,official investment card,2026-08-30,Investment displayed; current status not inferred,Exit is recorded only when the official card visibly marks it; otherwise listing is not treated as proof of current operating status.,Brazil,,"Vammo Vammo electrifies urban mobility in Brazil with e-motorbike leasing and battery swapping, bundling rental, insurance, maintenance, and unlimited swaps.",true,official investment card text
Brick & Mortar Ventures,AEC/construction venture investor,Advanced Navigation,https://www.advancednavigation.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,ALICE Technologies,https://www.alicetechnologies.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Boom & Bucket,https://www.boomandbucket.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment / Ambiguous: appears in active investments and exits,Official page places the company under ACTIVE INVESTMENTS. | The current official page places Boom & Bucket in both sections; preserve the conflict for follow-up rather than resolving it by inference.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Branch Technology,https://www.branch.technology/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Buildpeer,https://www.buildpeer.com/en,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,BuildZoom,https://www.buildzoom.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Exit,Official page places the company under EXITS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Canvas,https://www.jlg.com/en/canvas,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Exit,Official page places the company under EXITS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Cocoon Carbon,https://www.cocooncarbon.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Cumulus,https://www.cumulusds.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Curbio,https://www.curbio.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Curri,http://www.curri.com,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Dili,https://www.dili.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Domatic,https://www.domatic.io/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Downstream,https://www.trydownstream.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Drawer.ai,https://drawer.ai/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Ernest,https://www.joinernest.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Fohlio,https://www.fohlio.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Foresight,https://getforesight.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Freeda,https://www.freedaai.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Gearflow,https://gearflow.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,handdii,https://www.handdii.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,HELIX,,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Exit,Official page places the company under EXITS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Hosta Labs,https://hosta.ai/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Hypar,https://hypar.io/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Illumagear,https://illumagear.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Klutch AI,https://klutch.ai/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Kraaft,https://www.kraaft.com/en,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Levelset,https://www.levelset.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Exit,Official page places the company under EXITS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Licify,https://licify.co/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Mangxo,https://mangxo.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Muro,https://www.muro.ai/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Nickel,https://www.nickel.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Obie Insurance,https://www.obieinsurance.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Exit,Official page places the company under EXITS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Pelles AI,https://www.pelles.ai/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Planera,https://www.planera.io/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Pronto AI,https://pronto.ai/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Rhumbix,http://www.rhumbix.com,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Rivet,https://www.rivet.work/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,RodRadar,https://www.rodradar.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Rugged Robotics,https://www.rugged-robotics.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Sensorita,https://sensorita.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Siteline,http://siteline.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Stellar,https://mystellar.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,StruxHub,https://struxhub.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Trustup,https://trustup-group.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Tvasta,https://tvasta.construction/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Veerum,https://veerum.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Vizcab,https://vizcab.io/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Wingtra,https://wingtra.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,Ynomia,https://ynomia.io/home,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Exit,Official page places the company under EXITS.,,,,true,official portfolio image aria-label
Brick & Mortar Ventures,AEC/construction venture investor,ZeroKey,https://zerokey.com/,https://brickmortar.vc/portfolio,official portfolio page,2026-08-30,Active investment,Official page places the company under ACTIVE INVESTMENTS.,,,,true,official portfolio image aria-label
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,011h,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Future of construction,Future of construction,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,Ailytics,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,Aitenders,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,All3,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Future of construction,Future of construction,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,Amazive,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Supply Chain,Supply Chain,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,BatugaTech,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Green construction,Green construction,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,Birdsview,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Future of construction,Future of construction,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,Buildcheck,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,"Carbon To Stone, Inc.",,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Green construction,Green construction,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,ConCntric,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,ConeLabs Inc.,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,"Cyvl, Inc.",,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,Datagrid,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,EarthTrack,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Supply Chain,Supply Chain,true,official 2026 Top 50 card text
CEMEX Ventures Top 50 ConTech 2026,construction corporate venture / annual expert screen,EconSonic Ltd.,,https://www.cemexventures.com/top-50/,official 2026 Top 50 ConTech list,2026-08-30,Selected for 2026 Top 50,"CEMEX Ventures selection is an expert-screen discovery signal, not an operating-status, customer-validation, investment, or outcome assertion.",,Enhanced productivity,Enhanced productivity,true,official 2026 Top 50 card text
