name,canonical_url,status,status_as_of,hq_country,operating_regions,founding_year,cohort_or_ecosystem,primary_lifecycle,secondary_lifecycle,category,entity_type,business_model,maturity,evidence_grade,jcx_relevance,relevance_tier,headline_claim,claim_type,caveats,source_urls,last_verified
Propexo,https://www.propexo.com/,Active,2026-08-30,United States,United States,Unknown,Y Combinator,Operations,Data,Property integration,Company,API/SaaS,Early/scaleup,A,High,1,Normalizes property-management data across systems,YC/product description,Local ERP/WhatsApp systems and API limits,https://www.ycombinator.com/companies/propexo|https://www.propexo.com/,2026-08-30
PermitPortal,https://www.ycombinator.com/companies/permitportal,Active,2026-08-30,United States,United States,Unknown,YC F2024,Land,Construction,Entitlement permit workflow,Company,SaaS,Early,A,Medium,1,Workflows development sites through permits and sentiment,YC self-description,US regulatory/data coverage; early stage,https://www.ycombinator.com/companies/permitportal,2026-08-30
Rabbet,https://rabbet.com/,Active,2026-08-30,United States,United States,2015,YC S2017,Finance,Construction,Development and construction lending,Company,SaaS,Scaleup,A,High,1,Structured budgets costs draws funding and lender administration,Product description,Local banking tax VAT currency and ERP fit,https://rabbet.com/|https://www.ycombinator.com/companies/rabbet,2026-08-30
Built Technologies,https://getbuilt.com/,Active,2026-08-30,United States,United States,2014,Fifth Wall,Finance,Construction,Construction lending/payments,Company,SaaS,Scaleup,A,Medium,1,Cloud draw management and construction loan administration,Product description,Local KYC banking and legal enforceability,https://getbuilt.com/|https://www.fifthwall.com/portfolio,2026-08-30
Sell.Do,https://www.sell.do/,Active,2026-08-30,India,India/SEA,2016,Independent,Sales,Operations,Developer CRM,Company,SaaS,Scaleup,B,High,1,Lead routing inventory visits booking and post-sales workflow,Customer/vendor stories,Verify current named references and local integrations,https://www.sell.do/|https://www.sell.do/success-stories,2026-08-30
Salesforce Real Estate Cloud,https://www.salesforce.com/real-estate/,Active,2026-08-30,United States,Global,1999,Enterprise,Sales,Operations,CRM workflow,Company,Subscription/platform,Enterprise,A,High,1,CRM marketing service and partner workflows,Product description,Cost complexity and ERP duplication,https://www.salesforce.com/real-estate/,2026-08-30
Foundation,https://www.ycombinator.com/companies/foundation-2,Active,2026-08-30,United States,United States,Unknown,YC S2023,Sales,Operations,New-home buyer experience,Company,SaaS,Early,A,High,1,Online new-home shopping purchase and ownership experience,YC self-description,US-centric and Bangladesh documents/financing differ,https://www.ycombinator.com/companies/foundation-2,2026-08-30
RealPact,https://www.ycombinator.com/companies/realpact,Active,2026-08-30,United States,United States,2025,YC S2026,Transaction,Data,AI transaction operations,Company,AI SaaS,Very early,A,High,1,AI retrieves property records and organizes transaction paperwork,YC self-description,No MLS equivalent and legal/liability risk,https://www.ycombinator.com/companies/realpact,2026-08-30
Blend,https://www.blend.com/,Active,2026-08-30,United States,United States,2012,Fifth Wall,Finance,Transaction,Digital mortgage lending,Company,Enterprise SaaS/API,Public,A,Medium,1,Digital lending infrastructure used by banks,Company/VC scale claim,US licensing and banking rails do not transfer,https://www.blend.com/|https://www.fifthwall.com/portfolio,2026-08-30
Snapdocs,https://www.snapdocs.com/,Active,2026-08-30,United States,United States,2012,Independent,Transaction,Finance,Mortgage closing/e-notary,Company,SaaS,Scaleup,A,Medium,1,Digital closing e-signature e-notary and lender/title workflow,Product description,Bangladesh notarization and registry differ,https://www.snapdocs.com/,2026-08-30
Zillow,https://www.zillow.com/,Active,2026-08-30,United States,United States,2006,Independent,Sales,Data,Property marketplace,Company,Ads/data marketplace,Public,A,Medium,1,Consumer search listings advertising and property data,Product description,Platform dependency fraud freshness and local fit,https://www.zillow.com/,2026-08-30
CoStar,https://www.costargroup.com/,Active,2026-08-30,United States,Global,1987,Independent,Data,Sales,Property marketplace analytics,Company,Subscription/data marketplace,Public,A,Medium,1,Commercial property data marketplaces and analytics,Product description,Licensing cost and Bangladesh coverage,https://www.costargroup.com/,2026-08-30
PropertyGuru,https://www.propertyguru.com.sg/,Active,2026-08-30,Singapore,SEA,2007,Independent,Sales,Finance,Property marketplace,Company,Ads/leads marketplace,Public,A,High,1,SEA property search and developer/broker leads,Product description,Listing freshness attribution and channel conflict,https://www.propertyguru.com.sg/,2026-08-30
Bproperty,https://www.bproperty.com/about-us,Active,2026-08-30,Bangladesh,Bangladesh,2015,Independent,Sales,Finance,Marketplace valuation mortgage,Company,Marketplace/leads,Scaleup,A,High,1,Local listings advice valuation and loan comparison,Company description,Lead ownership data use and freshness,https://www.bproperty.com/about-us,2026-08-30
Yardi,https://www.yardi.com/,Active,2026-08-30,United States,Global,1984,Independent,Operations,Finance,Property management ERP,Company,Enterprise SaaS,Enterprise,A,Medium,1,Accounting leasing rent work orders and resident operations,Product description,Local tax payment language and implementation,https://www.yardi.com/,2026-08-30
MRI Software,https://www.mrisoftware.com/,Active,2026-08-30,United States,Global,1971,Independent,Operations,Facilities,Property/facilities ERP,Company,Enterprise SaaS,Enterprise,A,Medium,1,Property finance lease facilities and asset systems,Product description,Local accounting payments and integrations,https://www.mrisoftware.com/,2026-08-30
AppFolio,https://www.appfolio.com/,Active,2026-08-30,United States,US/global,2006,Independent,Operations,Sales,Property management platform,Company,SaaS,Public,A,Medium,1,Accounting marketing leasing maintenance and resident operations,Product description,US-centric market and payment/local law fit,https://www.appfolio.com/,2026-08-30
Entrata,https://www.entrata.com/,Active,2026-08-30,United States,United States,2003,Independent,Operations,Sales,Multifamily operations,Company,Enterprise SaaS,Enterprise,A,Medium,1,Leasing resident accounting maintenance and marketing,Product description,Local language payment and rental law,https://www.entrata.com/,2026-08-30
Facilio,https://facilio.com/,Active,2026-08-30,India,Global,2017,Taronga RealTechX,Facilities,Climate,Connected FM/BMS,Company,SaaS plus integration,Scaleup,B,High,1,Work orders assets IoT/BMS and tenant experience,Customer/vendor case,Controls protocols meters cybersecurity and service ownership,https://facilio.com/|https://facilio.com/case-study/al-fajer/|https://tarongagroup.com/realtechx/,2026-08-30
SmartRent,https://smartrent.com/,Active,2026-08-30,United States,United States,2017,Fifth Wall,Facilities,Security,Smart-home property operations,Company,Hardware plus SaaS,Public,A,Medium,1,Hardware access sensors resident app and operations,Product description,Import connectivity privacy capex and cyber,https://smartrent.com/|https://www.fifthwall.com/portfolio,2026-08-30
ButterflyMX,https://butterflymx.com/,Active,2026-08-30,United States,Global,2014,Fifth Wall,Security,Operations,Access control/intercom,Company,Hardware plus SaaS,Scaleup,A,Medium,1,Smartphone video intercom access and communications,Product description,Installer power connectivity privacy and emergency access,https://butterflymx.com/|https://www.fifthwall.com/portfolio,2026-08-30
Measurabl,https://www.measurabl.com/,Active,2026-08-30,United States,Global,2013,Taronga RealTechX,Climate,Data,ESG utility data,Company,SaaS,Scaleup,A,High,1,Collects utility carbon sustainability and reporting data,Portfolio/product description,Local utility data emissions factors and greenwashing risk,https://www.measurabl.com/|https://tarongagroup.com/realtechx/,2026-08-30
BrainBox AI,https://brainboxai.com/,Active,2026-08-30,Canada,Global,2014,Independent,Climate,Facilities,HVAC energy optimization,Company,SaaS plus controls,Scaleup,A,Medium,1,AI controls HVAC using BMS data,Product description,BMS interoperability hot/humid calibration and controls liability,https://brainboxai.com/,2026-08-30
Aurora Solar,https://www.aurorasolar.com/,Active,2026-08-30,United States,Global,2013,Fifth Wall,Climate,Sales,Solar design sales finance,Company,SaaS,Scaleup,A,Medium,1,Cloud PV design proposals workflow and installer sales,Company/VC scale claim,Local tariff net-metering roofs EPC and finance,https://www.aurorasolar.com/|https://www.fifthwall.com/portfolio,2026-08-30
Turntide,https://www.turntide.com/,Active,2026-08-30,United States,Global,2013,JLL Spark/Fifth Wall,Climate,Facilities,Efficient motors/controls,Company,Hardware plus software,Scaleup,B,Medium,1,Smart motor systems for HVAC efficiency,Investor/industry signal,Current status service spares and measured ROI,https://www.turntide.com/|https://spark.jllt.com/,2026-08-30
CarbonCure,https://www.carboncure.com/,Active,2026-08-30,Canada,Global,2012,Taronga RealTechX,Climate,Construction,Low-carbon concrete,Company,Technology licensing,Scaleup,A,Medium,1,CO2 mineralization in concrete,Portfolio/product description,Local standards supply certification price QA,https://www.carboncure.com/|https://tarongagroup.com/realtechx/,2026-08-30
Brimstone,https://www.brimstoneenergy.com/,Active,2026-08-30,United States,Global,2019,Fifth Wall,Climate,Construction,Low-carbon cement,Company,Deeptech/materials,Early/scaleup,A,Medium,1,Carbon-negative Portland cement technology,Portfolio/product description,Scale economics standards and certification,https://www.brimstoneenergy.com/|https://www.fifthwall.com/portfolio,2026-08-30
Hippo,https://www.hippo.com/,Active,2026-08-30,United States,US,2015,Fifth Wall,Insurance,Climate,Property insurance,Company,Insurance/embedded,Public/scaleup,A,Low,1,Digital property underwriting and claims,Portfolio/product description,Bangladesh licensing reinsurance and catastrophe claims,https://www.hippo.com/|https://www.fifthwall.com/portfolio,2026-08-30
Cambio,https://www.ycombinator.com/companies/cambio-2,Active,2026-08-30,United States,Global,2020,YC S2022,Operations,Climate,CRE operations/retrofit intelligence,Company,AI SaaS,Scaleup,A,High,1,AI collects building data and prioritizes capital/compliance/retrofits,YC named-customer claim,Customer list and model outcomes need diligence,https://www.ycombinator.com/companies/cambio-2,2026-08-30
Banner,https://www.ycombinator.com/companies/banner,Active,2026-08-30,United States,United States,2019,YC S2019,Operations,Data,Real-estate operating system,Company,SaaS,Scaleup,B,High,1,Acquisition-to-disposition workflow and admin automation,YC self-description,Claims not independently verified and local fit,https://www.ycombinator.com/companies/banner,2026-08-30
Automax.ai,https://www.ycombinator.com/companies/automax-ai,Active,2026-08-30,United States,United States,Unknown,YC F2025,Land,Finance,AI appraisal,Company,AI SaaS,Very early,A,Medium,2,LiDAR/computer vision appraisal in under 20 minutes,YC self-description,US Fannie/Freddie compliance and very early,https://www.ycombinator.com/companies/automax-ai,2026-08-30
SubVysion,https://www.ycombinator.com/companies/subvysion,Active,2026-08-30,United States,United States,Unknown,YC S2026,Construction,Infrastructure,Underground utility mapping,Company,Hardware/data,Very early,A,Medium,2,Centimeter-accurate 3D utility maps for safer digging,YC self-description,Local utility records sensors and permissions,https://www.ycombinator.com/companies/subvysion,2026-08-30
Goldbridge,https://www.ycombinator.com/companies/goldbridge,Active,2026-08-30,United States,United States,Unknown,YC F2025,Finance,Operations,Owner banking AI,Company,Fintech/AI,Very early,A,Medium,2,AI banking platform for real-estate owners,YC self-description,Unverified market/funding claims and banking regulation,https://www.ycombinator.com/companies/goldbridge,2026-08-30
Chestnut,https://www.ycombinator.com/companies/chestnut,Active,2026-08-30,United States,United States,Unknown,YC P2025,Finance,Transaction,AI mortgage lender,Company,Fintech/AI,Very early,A,Medium,2,YC says licensed in Texas/Colorado and claims 0.5%+ savings,YC self-description,Licensing/credit risk and claim verification,https://www.ycombinator.com/companies/chestnut,2026-08-30
Tire Swing,https://www.ycombinator.com/companies/tire-swing,Active,2026-08-30,United States,United States,Unknown,YC W2025,Operations,Legal,Affordable-housing compliance,Company,SaaS/AI,Very early,A,Low,2,Eligibility certification and recertification workflow,YC self-description,US programs and fairness/privacy risk,https://www.ycombinator.com/companies/tire-swing,2026-08-30
Henry,https://www.ycombinator.com/companies/henry-2,Active,2026-08-30,United States,United States,Unknown,YC S2024,Sales,Data,CRE broker AI,Company,AI SaaS,Early,A,Medium,2,Generates CRE presentations and financial models,YC self-description,Data licensing and hallucination risk,https://www.ycombinator.com/companies/henry-2,2026-08-30
Tandem,https://www.ycombinator.com/companies/tandem-2,Active,2026-08-30,United States,United States,Unknown,YC S2024,Sales,Data,CRE leasing/deal data,Company,AI SaaS,Early,A,Medium,2,AI office search and deal-package extraction; YC says 50+ customers,YC self-description,US data and identity lineage needs check,https://www.ycombinator.com/companies/tandem-2,2026-08-30
AveryIQ,https://www.ycombinator.com/companies/averyiq,Active,2026-08-30,United States,United States,Unknown,YC W2024,Operations,Sales,AI property manager,Company,AI SaaS,Early,A,Medium,2,AI leasing and maintenance contact center,YC self-description,Bangla voice vendors escalation and privacy,https://www.ycombinator.com/companies/averyiq,2026-08-30
Haven,https://www.ycombinator.com/companies/haven-2,Active,2026-08-30,United States,United States,Unknown,YC W2023,Operations,Customer,AI property management,Company,AI SaaS,Early,A,Medium,2,AI maintenance diagnosis dispatch and follow-up,YC self-description,Local vendors language and liability,https://www.ycombinator.com/companies/haven-2,2026-08-30
PARES AI,https://www.ycombinator.com/companies/pares-ai,Active,2026-08-30,United States,United States,Unknown,YC S2025,Operations,Sales,AI brokerage/property management,Company,AI-native services,Very early,A,Medium,2,AI-native brokerage and property management,YC self-description,Autonomy law payment and human oversight,https://www.ycombinator.com/companies/pares-ai,2026-08-30
FlatX,https://www.ycombinator.com/companies/flatx,Active,2026-08-30,India,India,Unknown,YC S2022,Sales,Operations,Rental/flatmate marketplace,Company,Marketplace,Very early,A,Low,2,AI rental and flatmate matching,YC self-description,Inventory liquidity fraud and tenancy law,https://www.ycombinator.com/companies/flatx,2026-08-30
Express Building,https://www.ycombinator.com/companies/express-building,Active,2026-08-30,Singapore,Indonesia/Philippines,Unknown,YC S2022,Finance,Land,Affordable housing developer finance,Company,Fintech,Early,A,Medium,2,Pre-sold affordable development finance,YC self-description,Local credit title and presales legal fit,https://www.ycombinator.com/companies/express-building,2026-08-30
Homebase,https://www.ycombinator.com/companies/homebase,Active,2026-08-30,Vietnam,SEA,2019,YC W2021,Finance,Sales,Rent-to-own housing finance,Company,Fintech,Scaleup,A,Medium,2,Rent-to-own financing for Southeast Asia,YC self-description,Licensing capital intensity and defaults,https://www.ycombinator.com/companies/homebase,2026-08-30
REZI,https://www.ycombinator.com/companies/rezi,Active,2026-08-30,United States,United States,2016,YC W2017,Sales,Operations,Automated apartment leasing,Company,Marketplace/SaaS,Scaleup,A,Low,2,Automated mobile apartment leasing and landlord rent guarantee,YC self-description,US tenancy law and guarantee economics,https://www.ycombinator.com/companies/rezi,2026-08-30
InspectMind AI,https://www.ycombinator.com/companies/inspectmind-ai,Active,2026-08-30,United States,United States,Unknown,YC W2024,Design,Construction,AI drawing QA,Company,AI SaaS,Very early,A,Medium,2,Catches construction-drawing issues before rework,YC self-description,False negatives drawing standards and liability,https://www.ycombinator.com/companies/inspectmind-ai,2026-08-30
ProQ,https://proq.com.bd/,Active/very early,2026-08-30,Bangladesh,Bangladesh,Unknown,Independent,Procurement,Construction,Construction materials procurement,Company,Marketplace/RFQ,Very early,B,High,2,RFQ supplier discovery comparison negotiation and orders,Company/press report,No long-term outcomes; verify suppliers ERP and disputes,https://proq.com.bd/|https://www.thedailystar.net/news/technology/news/bangladeshs-construction-procurement-still-runs-phone-calls-and-whatsapp-startup-wants-change-4250786,2026-08-30
NirmanBazaar,https://nirmanbazaar.com/,Unclear,2026-08-30,Bangladesh,Bangladesh,Unknown,Independent,Procurement,Construction,Materials marketplace,Company,Marketplace,Early,D,Medium,2,Construction materials marketplace proposition,Directory/company description,Verify operating history supplier QA delivery and integration,https://nirmanbazaar.com/,2026-08-30
E-Hishabi,https://ehishabi.com/,Unclear,2026-08-30,Bangladesh,Bangladesh,Unknown,Independent,Operations,Finance,Developer ERP/booking,Company,SaaS,Early,D,Medium,2,Real-estate developer booking/installment software claim,Company self-description,Request named references uptime APIs and exports,https://ehishabi.com/,2026-08-30
PropERP,https://properp.app/,Unclear,2026-08-30,Bangladesh,Bangladesh,Unknown,Independent,Operations,Sales,Developer CRM/ERP,Company,SaaS,Early,D,Medium,2,Leads booking installments land/JV and WhatsApp proposition,Company self-description,Claims and controls need verification,https://properp.app/,2026-08-30
Switchee,https://www.switchee.co/,Active,2026-08-30,United Kingdom,UK/global,Unknown,Pi Labs,Facilities,Climate,Smart housing energy,Company,Hardware plus SaaS,Scaleup,A,Medium,3,Smart thermostat and housing/energy insights,Portfolio/product description,Hardware climate utility privacy and local service,https://www.switchee.co/|https://pilabs.vc/portfolio?sort=date_desc,2026-08-30
WiredScore,https://wiredscore.com/,Active,2026-08-30,United Kingdom,Global,2013,Taronga/RealTechX,Facilities,Data,Digital infrastructure rating,Company,Certification,Scaleup,A,Low,3,Digital connectivity certification for buildings,Portfolio/product description,Local evidence and methodology adaptation,https://wiredscore.com/|https://tarongagroup.com/realtechx/,2026-08-30
Trendspek,https://trendspek.com/,Active,2026-08-30,Australia,Australia/global,Unknown,Taronga RealTechX,Facilities,Data,Asset inspection,Company,SaaS/services,Scaleup,B,Medium,3,Digital building capture and lifecycle planning; 110-building university case via Taronga,Customer/vendor case,Survey standards capture and local support,https://trendspek.com/|https://tarongagroup.com/realtechx/,2026-08-30
Inspace,https://inspace.io/,Active,2026-08-30,Australia,Global,Unknown,Taronga RealTechX,Sales,Design,3D visualization,Company,SaaS/services,Scaleup,B,Medium,3,Visualizations for sales and leasing; CBRE case via Taronga,Customer/vendor case,Connectivity capture language and output quality,https://inspace.io/|https://tarongagroup.com/realtechx/,2026-08-30
Ampd Energy,https://www.ampd.energy/,Active,2026-08-30,Australia,Asia/global,Unknown,Taronga RealTechX,Construction,Climate,Construction batteries,Company,Hardware plus software,Scaleup,B,Medium,3,Battery systems replace diesel on jobsites; CDL/Microsoft cases via Taronga,Customer/vendor case,Import service grid safety capex and warranty,https://www.ampd.energy/|https://tarongagroup.com/realtechx/,2026-08-30
Qflow,https://www.qflow.tech/,Active,2026-08-30,United Kingdom,Global,Unknown,Taronga RealTechX,Construction,Climate,Materials carbon tracking,Company,SaaS,Early/scaleup,A,Medium,3,Construction material and carbon data,Portfolio/product description,Local supplier standards and data quality,https://www.qflow.tech/|https://tarongagroup.com/realtechx/,2026-08-30
WINT,https://wint.ai/,Active,2026-08-30,Israel,Global,2015,Taronga RealTechX,Facilities,Climate,Water leak prevention,Company,Hardware plus SaaS,Scaleup,A,Medium,3,Water intelligence detection and shutoff,Portfolio/product description,Plumbing retrofit connectivity and response service,https://wint.ai/|https://tarongagroup.com/realtechx/,2026-08-30
uHoo,https://uhooair.com/,Active,2026-08-30,Switzerland,Global,2015,Taronga RealTechX,Facilities,Climate,Indoor-air quality,Company,Hardware plus SaaS,Scaleup,A,Low,3,IAQ sensors and analytics,Portfolio/product description,Calibration privacy maintenance and adoption,https://uhooair.com/|https://tarongagroup.com/realtechx/,2026-08-30
PlanGrid,https://www.plangrid.com/,Acquired by Autodesk,2026-08-30,United States,Global,2011,Brick & Mortar,Construction,Design,Field construction software,Subsidiary,Enterprise SaaS,Acquired,A,Medium,3,Field plans and collaboration; historical Brick & Mortar exit,Portfolio/ownership record,Do not present as independent current startup,https://brickmortar.vc/portfolio,2026-08-30
BuildingConnected,https://construction.autodesk.com/products/buildingconnected/,Acquired by Autodesk,2026-08-30,United States,Global,2012,Brick & Mortar,Procurement,Construction,Construction bidding,Subsidiary,Marketplace/SaaS,Acquired,A,Medium,3,Subcontractor bid/network management; historical exit,Portfolio/ownership record,Current parent product and local trade network must be checked,https://brickmortar.vc/portfolio|https://construction.autodesk.com/products/buildingconnected/,2026-08-30
Fieldwire,https://www.fieldwire.com/,Acquired by Hilti,2026-08-30,United States,Global,2013,Brick & Mortar,Construction,Operations,Field construction management,Subsidiary,SaaS,Acquired,A,Medium,3,Mobile plans tasks forms and punch lists,Portfolio/ownership record,Current ownership support and offline/local fit,https://brickmortar.vc/portfolio|https://www.fieldwire.com/,2026-08-30
Cobblestone,https://www.ycombinator.com/companies/cobblestone,Acquired,2026-08-30,United States,United States,Unknown,YC W2023,Operations,Finance,Landlord fraud/delinquency,Company,SaaS,Acquired,A,Low,3,Software to reduce landlord delinquency and fraud,YC status,Historical only; no current vendor assumption,https://www.ycombinator.com/companies/cobblestone,2026-08-30
Katerra,https://www.katerra.com/,Shut down/Chapter 11,2026-08-30,United States,United States,2015,Independent,Construction,Design,Offsite construction/design-build,Company,Vertical integration/hardware,Shut down,B,Medium,3,High-profile offsite construction startup shut down and filed Chapter 11 in June 2021,Reputable press/bankruptcy report,Failure case; do not display as active; study capital intensity bonding working capital,https://techcrunch.com/2021/06/01/softbank-backed-construction-giant-katerra-said-to-be-shutting-down-after-raising-billions/|https://www.constructiondive.com/news/katerra-files-for-chapter-11/601439/,2026-08-30
EasyKnock,https://easyknock.com/,Shut down,2026-08-30,United States,United States,2016,Independent,Finance,Sales,Sale-leaseback proptech,Company,Asset-backed service,Shut down,B,Low,3,Technology-enabled residential sale-leaseback company announced closure in December 2024,Reputable press report,Consumer-protection and underwriting failure case; old site/product not current,https://therealdeal.com/national/2024/12/09/easyknock-suddenly-shuts-down/,2026-08-30
Localize,https://www.localize.city/,US operations shut,2026-08-30,Israel,Israel/US,2016,Independent,Data,Sales,Property data and buyer tools,Company,Data/SaaS,Regional shutdown,B,Low,3,US operations ceased in August 2024 while sister Madlan continued in Israel,Reputable press report,Regional shutdown not global death; geography/market-cycle lesson,https://www.calcalistech.com/ctechnews/article/sypuszzjr,2026-08-30
Ai.realestate,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,Selected 2026 cohort,2026-08-30,United States,United States,Unknown,NAR REACH US Residential 2026,Sales,Data,Real-estate data intelligence,Company,SaaS/AI,Early,A,Medium,2,Unifies internal and property/mortgage/client intelligence for sales teams,Cohort selection/self-description,No independent outcomes or Bangladesh fit yet,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30
Association Online,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,Selected 2026 cohort,2026-08-30,United States,United States,Unknown,NAR REACH US Residential 2026,Transaction,Legal,HOA data/transparency,Company,SaaS,Early,A,Low,2,HOA data and transparency to reduce closing delays and risk,Cohort selection/self-description,US HOA context and no independent outcomes,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30
BrokerBot,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,Selected 2026 cohort,2026-08-30,United States,United States,Unknown,NAR REACH US Residential 2026,Sales,Operations,AI brokerage teammates,Company,AI SaaS,Early,A,Medium,2,AI admin support training compliance and agent guidance,Cohort selection/self-description,Integration and human-oversight diligence,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30
LotRoll,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,Selected 2026 cohort,2026-08-30,United States,United States,Unknown,NAR REACH US Residential 2026,Sales,Data,Manufactured-housing data/infrastructure,Company,Data marketplace,Early,A,Low,2,Brings manufactured housing market online with data and tools,Cohort selection/self-description,US segment and no independent outcomes,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30
MaxHome.ai,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,Selected 2026 cohort,2026-08-30,United States,United States,Unknown,NAR REACH US Residential 2026,Transaction,Operations,Transaction intelligence,Company,AI SaaS,Early,A,Medium,2,Streamlines compliance and operational workflows for brokerages,Cohort selection/self-description,US compliance and early-stage evidence,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30
StackWrap,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,Selected 2026 cohort,2026-08-30,United States,United States,Unknown,NAR REACH US Residential 2026,Operations,Data,Tech-stack command center,Company,SaaS,Early,A,Medium,2,Wraps existing tools into secure dashboard and tracks tech adoption,Cohort selection/self-description,Integration/security claims need diligence,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30
Asano,https://www.nar-reach.com/news,Selected 2026 cohort,2026-08-30,United Arab Emirates,UAE/Middle East,Unknown,NAR REACH Middle East 2026,Land,Finance,Development intelligence,Company,SaaS/data,Early,A,Medium,2,Unifies financial development and spatial data for capital planning,Cohort selection/self-description,Middle East/local-data fit needs verification,https://www.nar-reach.com/news,2026-08-30
HoloX,https://www.nar-reach.com/news,Selected 2026 cohort,2026-08-30,United Arab Emirates,Middle East,Unknown,NAR REACH Middle East 2026,Sales,Design,Digital twins for off-plan sales,Company,SaaS,Early,A,Medium,2,Interactive 3D experiences for master plans,Cohort selection/self-description,Data capture export and local support unknown,https://www.nar-reach.com/news,2026-08-30
