url,normalized_url,domain,source_files,source_file_count,citation_occurrence_count,in_current_source_register_exact,in_current_source_register_normalized,source_register_source_ids,inferred_source_class,source_class_basis,official_or_primary_inference,malformed_url,malformed_reason
http://www.parkbooker.com,http://parkbooker.com/,parkbooker.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
http://www.parkifi.com,http://parkifi.com/,parkifi.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
http://www.parkquility.com,http://parkquility.com/,parkquility.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
http://www.recruitre.com.au,http://recruitre.com.au/,recruitre.com.au,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
http://www.rhumbix.com,http://rhumbix.com/,rhumbix.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
http://www.snapdocs.com/,http://snapdocs.com/,snapdocs.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
http://www.zapiio.io/,http://zapiio.io/,zapiio.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
http://younity.io/,http://younity.io/,younity.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://abs2025.asia.berlin/opportunities/UGFydGljaXBhdGlvbjE5Nzk0MA%3D%3D,https://abs2025.asia.berlin/opportunities/UGFydGljaXBhdGlvbjE5Nzk0MA%3D%3D,abs2025.asia.berlin,research/regional_proptech_landscape.md,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://acelabusa.com/,https://acelabusa.com/,acelabusa.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://acreto.io/,https://acreto.io/,acreto.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://actionfigure.ai/,https://actionfigure.ai/,actionfigure.ai,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://actuate.ai/,https://actuate.ai/,actuate.ai,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://aerwave.io/,https://aerwave.io/,aerwave.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://ai.realestate/,https://ai.realestate/,ai.realestate,research/built_environment_ecosystem_discovery_index.csv,1,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://airsidemobile.com/,https://airsidemobile.com/,airsidemobile.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://alphaa.io/,https://alphaa.io/,alphaa.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://ambr.company/,https://ambr.company/,ambr.company,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://annual2024.mubadala.com/en/onemubadala/real-assets,https://annual2024.mubadala.com/en/onemubadala/real-assets,annual2024.mubadala.com,research/global_real_estate_pioneers.md|research/global_real_estate_pioneers_agent.csv,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://apigateway.adx.ae/adx/cdn/1.0/content/download/4778749,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4778749,apigateway.adx.ae,JCX_Meeting_Dossier_2026-08-29.md,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://app.constructapp.io/,https://app.constructapp.io/,app.constructapp.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://applausehq.com/,https://applausehq.com/,applausehq.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://aquanta.io/,https://aquanta.io/,aquanta.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://arbnco.co.uk/,https://arbnco.co.uk/,arbnco.co.uk,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://artic.works/,https://artic.works/,artic.works,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://assets.ctfassets.net/8jgyidtgyr4v/5JvyDH3YNv4OXX5GbjMkvl/2a9d210f709762517c3e55477457ac3f/Altus_Group_Limited_MDA_2025Q4.pdf,https://assets.ctfassets.net/8jgyidtgyr4v/5JvyDH3YNv4OXX5GbjMkvl/2a9d210f709762517c3e55477457ac3f/Altus_Group_Limited_MDA_2025Q4.pdf,assets.ctfassets.net,research/enterprise_platform_additions.csv|research/enterprise_platform_coverage_audit.md,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://assets.group.accor.com/yrj0orc8tx24/dwdklcBVai21ztMLgb3A5/e53a5c4937c07351b855819fd097b8a6/ACCOR_DEU2025_MEL_US_270326.pdf,https://assets.group.accor.com/yrj0orc8tx24/dwdklcBVai21ztMLgb3A5/e53a5c4937c07351b855819fd097b8a6/ACCOR_DEU2025_MEL_US_270326.pdf,assets.group.accor.com,research/operator_coverage_additions.csv|research/operator_coverage_final_audit.md,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://assets.nobroker.in/static/img/press/nb_in_chennai.pdf,https://assets.nobroker.in/static/img/press/nb_in_chennai.pdf,assets.nobroker.in,research/regional_companies_agent.csv|research/regional_proptech_landscape.md,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://assets.pinhome.id/static/market-report/downloads/market-report_downloads_id_market_report_2024_and_outlook_2025.pdf,https://assets.pinhome.id/static/market-report/downloads/market-report_downloads_id_market_report_2024_and_outlook_2025.pdf,assets.pinhome.id,research/coverage_gap_additions.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://associationonline.com/,https://associationonline.com/,associationonline.com,research/built_environment_ecosystem_discovery_index.csv,1,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://asuene.com/us/,https://asuene.com/us,asuene.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://atease.io/,https://atease.io/,atease.io,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://atoms.co/,https://atoms.co/,atoms.co,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://auar.io/,https://auar.io/,auar.io,research/startup_core_additions.csv|research/startup_coverage_additions.csv,2,4,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://auar.io/how-it-works,https://auar.io/how-it-works,auar.io,research/startup_core_additions.csv|research/startup_coverage_additions.csv,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://auditmate.com/,https://auditmate.com/,auditmate.com,research/built_environment_ecosystem_discovery_index.csv|research/startup_coverage_additions.csv,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://august.com/,https://august.com/,august.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://aurorasolar.com,https://aurorasolar.com/,aurorasolar.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://autositu.com/,https://autositu.com/,autositu.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bacnet.org/,https://bacnet.org/,bacnet.org,research/standards_interoperability_governance.md,1,1,yes,yes,,research_or_industry,conservative domain/path heuristic; not a claim-quality decision,research/industry context; authority varies,no,
https://bacnet.org/about-bacnet-standard/,https://bacnet.org/about-bacnet-standard,bacnet.org,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/standards_interoperability_governance.md|research/standards_registry.csv,3,4,yes,yes,,research_or_industry,conservative domain/path heuristic; not a claim-quality decision,research/industry context; authority varies,no,
https://bacnet.org/addenda/,https://bacnet.org/addenda,bacnet.org,research/standards_interoperability_governance.md,1,1,yes,yes,,research_or_industry,conservative domain/path heuristic; not a claim-quality decision,research/industry context; authority varies,no,
https://barikoi.com/,https://barikoi.com/,barikoi.com,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/regional_companies_agent.csv,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bd.linkedin.com/company/jcx-developments-limited,https://bd.linkedin.com/company/jcx-developments-limited,bd.linkedin.com,JCX_Meeting_Dossier_2026-08-29.md,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bd.linkedin.com/company/vextrus,https://bd.linkedin.com/company/vextrus,bd.linkedin.com,research/regional_companies_agent.csv|research/regional_proptech_landscape.md,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bd.linkedin.com/jobs/view/manager-business-development-land-acquisition-for-jcx-developments-ltd-at-bdjobs-com-3968496628,https://bd.linkedin.com/jobs/view/manager-business-development-land-acquisition-for-jcx-developments-ltd-at-bdjobs-com-3968496628,bd.linkedin.com,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bd.linkedin.com/jobs/view/manager-sr-manager-it-mis-for-jcx-developments-ltd-job-id-1514814-at-bdjobs-com-4444528147,https://bd.linkedin.com/jobs/view/manager-sr-manager-it-mis-for-jcx-developments-ltd-job-id-1514814-at-bdjobs-com-4444528147,bd.linkedin.com,JCX_Meeting_Dossier_2026-08-29.md|JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bd.linkedin.com/jobs/view/manager-sr-manager-sales-for-jcx-developments-ltd-job-id-1466972-at-bdjobs-com-4381277987,https://bd.linkedin.com/jobs/view/manager-sr-manager-sales-for-jcx-developments-ltd-job-id-1466972-at-bdjobs-com-4381277987,bd.linkedin.com,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bdlaws.minlaw.gov.bd/act-print-1416/section-print-51485.html,https://bdlaws.minlaw.gov.bd/act-print-1416/section-print-51485.html,bdlaws.minlaw.gov.bd,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,1,1,yes,yes,,government_or_regulator,conservative domain/path heuristic; not a claim-quality decision,likely authoritative/official (heuristic),no,
https://bdlaws.minlaw.gov.bd/act-print-1573.html,https://bdlaws.minlaw.gov.bd/act-print-1573.html,bdlaws.minlaw.gov.bd,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/standards_interoperability_governance.md|research/standards_registry.csv,3,4,yes,yes,,government_or_regulator,conservative domain/path heuristic; not a claim-quality decision,likely authoritative/official (heuristic),no,
https://beamware.ai/,https://beamware.ai/,beamware.ai,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://belonghome.com/,https://belonghome.com/,belonghome.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bentoforbusiness.com/,https://bentoforbusiness.com/,bentoforbusiness.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://better.com/,https://better.com/,better.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bhr.fyi/,https://bhr.fyi/,bhr.fyi,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://billyforinsurance.com/,https://billyforinsurance.com/,billyforinsurance.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://biomason.com/,https://biomason.com/,biomason.com,research/final_coverage_assurance.md|research/final_residual_additions.csv,2,3,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://biomason.com/biocement,https://biomason.com/biocement,biomason.com,research/final_residual_additions.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bite.engineering/,https://bite.engineering/,bite.engineering,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://blend.com/,https://blend.com/,blend.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://blend.com/customers/crosscountry-mortgage/,https://blend.com/customers/crosscountry-mortgage,blend.com,research/quantified_outcome_case_library.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://blog.procore.com/en-ca/casestudies/green-mechanical,https://blog.procore.com/en-ca/casestudies/green-mechanical,blog.procore.com,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/quantified_outcome_case_library.csv,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bnda.gov.bd/standards,https://bnda.gov.bd/standards,bnda.gov.bd,research/standards_interoperability_governance.md,1,1,yes,yes,,government_or_regulator,conservative domain/path heuristic; not a claim-quality decision,likely authoritative/official (heuristic),no,
https://bpcproc.com/,https://bpcproc.com/,bpcproc.com,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://brainboxai.com/,https://brainboxai.com/,brainboxai.com,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,3,4,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://brainboxai.com/en/case-studies/australian-shopping-mall-results-encourage-portfolio-wide-implementation,https://brainboxai.com/en/case-studies/australian-shopping-mall-results-encourage-portfolio-wide-implementation,brainboxai.com,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/quantified_outcome_case_library.csv,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://brainboxai.com/hubfs/Case%20Studies/BBAI_Case%20Study_Montreal%20Office%20Building%20V4.pdf,https://brainboxai.com/hubfs/Case%20Studies/BBAI_Case%20Study_Montreal%20Office%20Building%20V4.pdf,brainboxai.com,research/quantified_outcome_case_library.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://branchtechnology.com,https://branchtechnology.com/,branchtechnology.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://brickmortar.vc/portfolio,https://brickmortar.vc/portfolio,brickmortar.vc,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|research/build_ecosystem_discovery_index.py|research/built_environment_ecosystem_discovery_index.csv|research/built_environment_ecosystem_discovery_index.md|research/coverage_gap_audit.md|research/final_residual_additions.csv|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,8,66,yes,yes,,ecosystem_or_investor,conservative domain/path heuristic; not a claim-quality decision,official membership source or investor domain (heuristic),no,
https://bricks-fundtokyo.com/,https://bricks-fundtokyo.com/,bricks-fundtokyo.com,research/global_real_estate_pioneers.md|research/global_real_estate_pioneers_agent.csv,2,4,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://brkz.com/en,https://brkz.com/en,brkz.com,research/regional_companies_agent.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://brokerbot.ai/,https://brokerbot.ai/,brokerbot.ai,research/built_environment_ecosystem_discovery_index.csv,1,3,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bsmedia.business-standard.com/_media/bs/data/announcements/bse/19082025/0884e44f-01ac-4a6c-8a62-90727fe88fdb.pdf,https://bsmedia.business-standard.com/_media/bs/data/announcements/bse/19082025/0884e44f-01ac-4a6c-8a62-90727fe88fdb.pdf,bsmedia.business-standard.com,research/global_real_estate_pioneers.md|research/global_real_estate_pioneers_agent.csv,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://btibd.com/,https://btibd.com/,btibd.com,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/regional_proptech_landscape.md,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://btibd.com/nrb/,https://btibd.com/nrb,btibd.com,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildings.honeywell.com/us/en/solutions/automation-solutions/sustainability/connected-solutions,https://buildings.honeywell.com/us/en/solutions/automation-solutions/sustainability/connected-solutions,buildings.honeywell.com,research/enterprise_platform_additions.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildings.honeywell.com/us/en/solutions/buildings,https://buildings.honeywell.com/us/en/solutions/buildings,buildings.honeywell.com,research/enterprise_platform_additions.csv|research/enterprise_platform_coverage_audit.md,2,2,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildingtransparency.org/,https://buildingtransparency.org/,buildingtransparency.org,research/final_coverage_assurance.md,1,1,yes,yes,,research_or_industry,conservative domain/path heuristic; not a claim-quality decision,research/industry context; authority varies,no,
https://buildmart.com.bd/,https://buildmart.com.bd/,buildmart.com.bd,research/regional_companies_agent.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildmart.com.bd/pages/about-us,https://buildmart.com.bd/pages/about-us,buildmart.com.bd,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/regional_companies_agent.csv|research/regional_proptech_landscape.md,4,4,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildops.com/about/,https://buildops.com/about,buildops.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildots.com/,https://buildots.com/,buildots.com,JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,3,4,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildots.com/case-studies/intel-partners-with-buildots/,https://buildots.com/case-studies/intel-partners-with-buildots,buildots.com,research/quantified_outcome_case_library.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://buildots.com/case-studies/ncc-partners-with-buildots/,https://buildots.com/case-studies/ncc-partners-with-buildots,buildots.com,JCX_Global_PropTech_Intelligence_Atlas_2026-08-30.md|JCX_Second_Pass_Strategy_PropTech_Startups_2026-08-29.md|research/proptech_startup_universe.md|research/proptech_startups_agent.csv|research/quantified_outcome_case_library.csv,5,5,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://builtworlds.com/insights/2025-building-tech-top-50-list/,https://builtworlds.com/insights/2025-building-tech-top-50-list,builtworlds.com,research/final_coverage_assurance.md|research/startup_core_additions.csv|research/startup_coverage_additions.csv|research/startup_coverage_final_audit.md,4,11,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://butterflymx.com/,https://butterflymx.com/,butterflymx.com,research/built_environment_ecosystem_discovery_index.csv|research/proptech_startup_universe.md|research/proptech_startups_agent.csv,3,4,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://bytegain.com/,https://bytegain.com/,bytegain.com,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://c-link.com/case-studies/,https://c-link.com/case-studies,c-link.com,research/quantified_outcome_case_library.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://cadastral.ai/,https://cadastral.ai/,cadastral.ai,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
https://canary.is/,https://canary.is/,canary.is,research/built_environment_ecosystem_discovery_index.csv,1,1,yes,yes,,company_or_product,conservative domain/path heuristic; not a claim-quality decision,likely first-party/company domain (heuristic),no,
