name,canonical_url,status,status_as_of,hq_country,operating_regions,founding_year,cohort_or_ecosystem,primary_lifecycle,secondary_lifecycle,category,entity_type,business_model,maturity,evidence_grade,jcx_relevance,relevance_tier,headline_claim,claim_type,caveats,source_urls,last_verified
Property24,https://www.property24.com/about-us,active,2026-08-30,South Africa,South Africa and selected Africa markets,unknown,Naspers,L6 Marketing/sales,L9 Portfolio,property portal and agent/developer marketing,private subsidiary,listing subscriptions advertising and data,scaleup,A,Medium,2,"South Africa portal with 300,000+ sale and rental listings claimed on its official about page and expansion signals in Kenya and Nigeria","company-reported scale and product description","Listing counts and international footprint change; parent ownership and market coverage should be stored separately from the brand.","https://www.property24.com/about-us",2026-08-30
Private Property Nigeria,https://privateproperty.ng/about,active,2026-08-30,Nigeria,Nigeria,2011,Independent,L6 Marketing/sales,L9 Portfolio,property classified marketplace,private company,listing subscriptions and advertising,scaleup,A,Medium,2,"Nigeria portal reporting 120,000+ properties and more than 1m monthly visitors on its official about page","company-reported scale","Visitor and inventory claims are not independently audited; fraud controls and listing freshness are central to transferability.","https://privateproperty.ng/about",2026-08-30
Nigeria Property Centre,https://nigeriapropertycentre.com/about-us,active,2026-08-30,Nigeria,Nigeria Ghana Kenya Uganda and Ethiopia,2011,Independent,L6 Marketing/sales,L9 Portfolio/L3 Capital/finance,pan-African property search platform,private company,listing subscriptions advertising and data,scaleup,A,Medium,2,"Official page reports 181,000+ active listings, 18,700 agents/developers, 698 areas and 1.25m monthly seekers across its network","company-reported scale and product description","Self-reported network metrics; country domains and market data should be separated; search traffic does not prove transaction conversion.","https://nigeriapropertycentre.com/about-us",2026-08-30
Estate Intel,https://estateintel.com/,active,2026-08-30,Nigeria,Africa,2014,MetaProp/Independent,L1 Land/site,L3 Capital/finance/L9 Portfolio,real-estate market intelligence and project data,private company,data subscriptions reports and custom research,growth,A,Medium,2,"Property and construction database covering historic prices vacancy project teams and project tracking; official site reports 120+ subscribing companies","company-reported customer and product claim","Customer count and database coverage are company claims; validate data provenance, update cadence and local representativeness.","https://estateintel.com/|https://estateintel.com/insights/this-is-ei-pro-more-affordable-access-to-real-estate-data",2026-08-30
HouseAfrica,https://houseafrica.io/,unclear,2026-08-30,Nigeria,Africa,2019,Independent,L1 Land/site,L3 Capital/finance/L6 Marketing/sales,land verification digital title and fractional property platform,private startup,platform fees and investment services,early-stage,B,Medium,2,"Uses satellite mapping, digital certificates and blockchain-linked records to improve land verification and payments in Africa","company product description","Live site and self-described partnerships are not proof of current solvency, regulatory authorization or enforceable title; classify status unresolved until independently verified.","https://houseafrica.io/|https://project.houseafrica.io/terms",2026-08-30
Plentific,https://www.plentific.com/,active,2026-08-30,United Kingdom,UK and Europe/global,2012,Pi Labs,L8 Property operations,L7 Occupancy/L9 Portfolio,property operations maintenance procurement and compliance,private company,enterprise SaaS and supplier marketplace,scaleup,A,High,1,"Pi Labs describes Plentific as property-management software automating property operations; strong missing UK operations benchmark","ecosystem product description","Pi Labs listing establishes product and current portfolio presence, not audited customer outcomes; UK procurement and housing regulation require localization.","https://pilabs.vc/portfolio?sort=date_desc|https://www.plentific.com/",2026-08-30
Qualis Flow,https://www.qualisflow.com/,active,2026-08-30,United Kingdom,UK and Europe/global,2018,Pi Labs,L5 Construction,L4 Design/L10 ESG,construction embodied-carbon measurement,private startup,software and consulting,scaleup,A,Medium,2,"Pi Labs describes software that decarbonizes construction from a photograph, making it a concrete missing construction-carbon benchmark","ecosystem product description","Product claims need project-level method and third-party LCA review; photo-based estimates are not a substitute for verified EPD or bill-of-material data.","https://pilabs.vc/portfolio?sort=date_desc|https://www.qualisflow.com/",2026-08-30
Elyos AI,https://elyos.ai/,active,2026-08-30,United Kingdom,UK and Europe,2023,Pi Labs,L5 Construction,L8 Property operations,autonomous AI agents for trades and field services,private startup,AI SaaS and workflow automation,early-growth,A,Medium,2,"Pi Labs lists Elyos AI as fully autonomous AI agents for trades and field services","ecosystem product description","Early-stage product and safety claims need live customer evidence, human approval controls and clear liability boundaries.","https://pilabs.vc/portfolio?sort=date_desc|https://elyos.ai/",2026-08-30
Kestrix,https://www.kestrix.io/,active,2026-08-30,United Kingdom,UK and Europe,2022,Pi Labs,L8 Property operations,L10 ESG/L9 Portfolio,machine-learning energy surveying and building intelligence,private startup,software plus survey services,early-growth,A,Medium,2,"Pi Labs lists Kestrix as machine-learning energy surveillance, a missing bridge between building data capture and retrofit decisions","ecosystem product description","Survey accuracy, retrofit savings and local climate calibration need independent validation; service-heavy delivery may limit scale.","https://pilabs.vc/portfolio?sort=date_desc|https://www.kestrix.io/",2026-08-30
Orbital Witness,https://www.orbital.tech/uk,active,2026-08-30,United Kingdom,UK,unknown,Independent,L1 Land/site,L3 Capital/finance/L6 Marketing/sales,AI-assisted title and property due diligence,private company,legal-tech SaaS and document services,scaleup,A,High,1,"Connects title registers, searches, leases and maps into a reviewable property record and orders official copies in bulk","company product description","UK Land Registry workflow is not portable to Bangladesh; legal advice, official-copy status and lawyer review must remain explicit.","https://www.orbital.tech/uk|https://www.orbital.tech/uk/solutions/acquisitions",2026-08-30
Searchland,https://searchland.co.uk/,active,2026-08-30,United Kingdom,UK,2020,Independent,L1 Land/site,L2 Feasibility/L10 ESG,land sourcing planning ownership and infrastructure data,private company,subscription SaaS and API,scaleup,A,High,1,"Combines planning ownership title constraints comparables energy and infrastructure data with APIs for sourcing and feasibility","company product description","UK datasets and Land Registry access are jurisdiction-specific; self-reported 2,000-user and productivity claims require validation.","https://searchland.co.uk/|https://searchland.co.uk/api",2026-08-30
Deepki,https://www.deepki.com/platform/,active,2026-08-30,France,Europe/global,2014,Independent,L10 ESG,L8 Property operations/L9 Portfolio,real-estate sustainability data climate risk and CapEx planning,private company,enterprise SaaS and advisory,scaleup,A,High,1,"Centralizes utility and sustainability data, climate risk, compliance, virtual retrofit and CapEx decisions; official site reports 600+ companies and 6,500+ buildings monitored","company-reported scale and product description","Reported 32% energy reduction and 40% reporting-time savings are company claims; Bangladesh utility factors and disclosure requirements differ.","https://www.deepki.com/|https://www.deepki.com/platform/",2026-08-30
Bentley Systems,https://www.bentley.com/en/products/itwin-platform/,active,2026-08-30,United States,Global,1984,Public,L4 Design,L5 Construction/L8 Property operations/L9 Portfolio,infrastructure digital twins and engineering data platform,public company,enterprise software licensing and cloud services,enterprise,A,High,1,"iTwin federates engineering BIM reality GIS IoT schedule and enterprise data into open-API infrastructure digital twins","official product description and customer stories","Infrastructure-led rather than residential PropTech; implementation and proprietary schemas can create integration complexity.","https://www.bentley.com/en/products/itwin-platform/|https://www.bentley.com/en/products/itwin-iot/",2026-08-30
Trimble,https://www.trimble.com/en/solutions/trimble-construction-one,active,2026-08-30,United States,Global,1978,Public,L4 Design,L5 Construction/L9 Portfolio,surveying BIM and connected construction management,public company,hardware software and subscription,enterprise,A,High,1,"Construction One connects project, field, financial, scheduling and equipment workflows across contractor types","official product description","Hardware, standards and implementation costs are significant; product portfolio and acquisitions should be tracked separately.","https://www.trimble.com/en/solutions/trimble-construction-one|https://civilconstruction.trimble.com/en/products/software/trimble-connect",2026-08-30
Hexagon,https://hexagon.com/company/divisions/geosystems,active,2026-08-30,Sweden,Global,1975,Public,L4 Design,L5 Construction/L1 Land/site/L9 Portfolio,reality capture geospatial cadastral and construction QA,public company,hardware software and data services,enterprise,A,High,1,"Combines reality capture, cadastral and geospatial data, autonomous sensors and deviation analysis for planning and construction QA","official product description","Status, brands and divisions can change after the 2026 Octave separation; local survey licensing and hardware service matter.","https://hexagon.com/company/divisions/geosystems|https://hexagon.com/solutions/digital-realities",2026-08-30
Nemetschek,https://www.nemetschek.com/en/solutions,active,2026-08-30,Germany,Global,1963,Public,L4 Design,L5 Construction/L8 Property operations,open BIM design construction and building-management software,public company,enterprise and subscription software,enterprise,A,Medium,2,"Portfolio covers planning, visualization, construction and building management through brands such as Bluebeam, Graphisoft, Solibri, Spacewell and dTwin","official group product description","Group is a parent of many brands; do not count each brand as an independent company without ownership relationships.","https://www.nemetschek.com/en/solutions|https://www.nemetschek.com/en/company/brands",2026-08-30
Dusty Robotics,https://www.dustyrobotics.com/,active,2026-08-30,United States,North America,2018,Independent,L5 Construction,L4 Design,autonomous BIM-driven construction layout robot,private startup,robotics hardware plus software/services,scaleup,A,High,1,"FieldPrinter prints coordinated multi-trade BIM layout on slabs; official customer page reports deployment on hundreds of North American projects","company product description and customer stories","Product is currently available in North America; case outcomes are customer/vendor-reported and local labor economics may differ.","https://www.dustyrobotics.com/|https://www.dustyrobotics.com/customers|https://www.dustyrobotics.com/customer-stories/skanska-case-study",2026-08-30
Built Robotics,https://www.builtrobotics.com/,active,2026-08-30,United States,North America,2016,Independent,L5 Construction,L1 Land/site,autonomous construction equipment and excavation systems,private startup,robotics hardware plus software,scaleup,B,Medium,2,"Develops autonomous construction equipment to automate earthmoving and jobsite work","company product description","Autonomy in live jobsites has safety, supervision, equipment and insurance requirements; validate deployments, not demonstrations.","https://www.builtrobotics.com/",2026-08-30
ICON,https://www.iconbuild.com/technology,active,2026-08-30,United States,United States,2017,Independent,L5 Construction,L2 Feasibility/L10 ESG,robotic 3D-printed construction and BuildOS,private company,hardware software materials training and construction services,scaleup,A,Medium,2,"BuildOS orchestrates robotic concrete printing and the company is rolling out Titan systems for builders","company product description and rollout announcement","3D printing solves only part of total construction cost; structural standards, finishes, utilities, code, service and economics need project-level proof.","https://www.iconbuild.com/technology|https://www.iconbuild.com/newsroom/icon-announces-first-commercial-rollout-of-its-3d-printing-construction-technology-for-builders",2026-08-30
FBR / Hadrian X,https://www.fbr.com.au/,active,2026-08-30,Australia,Australia and United States,1994,Public,L5 Construction,L10 ESG,autonomous bricklaying and construction robotics,public company,robotics hardware licensing and construction services,scaleup,A,Medium,2,"ASX-listed FBR develops Hadrian autonomous bricklaying and reports speeds up to 360 blocks per hour on its product page","company product description","Throughput is not the same as completed-house cost or quality; block supply, site setup, local standards and workforce model are decisive.","https://www.fbr.com.au/|https://www.fbr.com.au/view/hadrian",2026-08-30
Pinhome,https://www.pinhome.id/pages/tentang-kami,active,2026-08-30,Indonesia,Indonesia,2020,Independent,L6 Marketing/sales,L3 Capital/finance/L7 Occupancy,integrated property marketplace finance and home services,private company,marketplace financial referral and services,scaleup,A,Medium,2,"Indonesia property-tech platform serving seekers, owners, developers and maintenance users; company reports up to 1m unique listings and finance/service partners","company-reported scale and product description","Metrics are company-reported; marketplace, lending and home-service regulatory boundaries should be separated.","https://www.pinhome.id/pages/tentang-kami|https://assets.pinhome.id/static/market-report/downloads/market-report_downloads_id_market_report_2024_and_outlook_2025.pdf",2026-08-30
Travelio,https://www.travelio.com/en/faq,active,2026-08-30,Indonesia,Indonesia,2015,Independent,L7 Occupancy,L6 Marketing/sales/L8 Property operations,online rental marketplace and professionally managed apartments,private company,booking commissions and property management,scaleup,A,Medium,2,"Technology platform supports rent, buy and sell plus Travelio Property Management for furnished and unfurnished units; official FAQ reports 8,000+ properties","company-reported inventory and product description","Inventory is self-reported; short-term rental, tenancy, building rules and service-level economics are local.","https://www.travelio.com/en/faq|https://www.travelio.com/tpm",2026-08-30
Livspace,https://www.livspace.com/in,active,2026-08-30,India,India and Southeast Asia,2014,Independent,L11 Handover/end-of-life,L4 Design/L5 Construction,tech-enabled end-to-end interiors and renovation,private company,marketplace design manufacturing installation and warranty,scaleup,A,Medium,2,"Integrates designer marketplace, materials, manufacturing, installation, warranty and project coordination; company reports 100,000+ homes and 100+ cities","company-reported scale and product description","Quality, deadline and warranty outcomes need independent validation; useful as a handover/fit-out benchmark, not a core developer ERP.","https://www.livspace.com/in|https://www.livspace.com/in/about-us",2026-08-30
Propaya,https://www.ycombinator.com/companies/propaya,active,2026-08-30,United States,United States,2024,Y Combinator S2024,L3 Capital/finance,L9 Portfolio/L1 Land/site,AI extraction of CRE leases and property documents,private startup,AI SaaS,early-stage,A,Medium,2,"YC describes extraction of lease terms obligations costs dates and risk signals with source citations and portfolio routing","YC company description","Early-stage YC listing is not proof of production reliability or legal accuracy; document access and human review are essential.","https://www.ycombinator.com/companies/propaya",2026-08-30
Assembly HOA,https://www.ycombinator.com/companies/assembly-hoa,active,2026-08-30,United States,United States,2024,Y Combinator S2024,L8 Property operations,L7 Occupancy,AI-native HOA management and community operations,private startup,managed service plus software,early-growth,A,Medium,2,"YC describes AI-enabled HOA management, routine-task automation and resident/board transparency","YC company description","Service business plus software; HOA governance, legal duties and trust require human accountability.","https://www.ycombinator.com/companies/assembly-hoa",2026-08-30
RentFlow,https://www.ycombinator.com/companies/rentflow,active,2026-08-30,United States,United States,2024,Y Combinator S2024,L7 Occupancy,L3 Capital/finance,AI cash-flow-synced commercial rent payments,private startup,fintech SaaS and payments,early-stage,A,Low-medium,3,"YC describes underwriting business rent in real time from transaction data to prevent late payments","YC company description","US SMB underwriting and payments are not portable to Bangladesh; regulated credit, defaults and consent need diligence.","https://www.ycombinator.com/companies/rentflow",2026-08-30
inBuild,https://www.ycombinator.com/companies/inbuild,active,2026-08-30,United States,United States,2023,Y Combinator W2023,L5 Construction,L3 Capital/finance,AI invoice approval payment and budget control for homebuilders,private startup,fintech SaaS,early-stage,A,Medium,2,"YC describes invoice checking against project budgets, approvals, payments and QuickBooks updates","YC company description","Accounting integration and payment controls are US-centric; test segregation of duties and local tax treatment.","https://www.ycombinator.com/companies/inbuild",2026-08-30
FlexDesk,https://www.ycombinator.com/companies/flexdesk,active,2026-08-30,United States,United States,2023,Y Combinator W2023,L9 Portfolio,L7 Occupancy,AI corporate real-estate portfolio workflow,private startup,enterprise SaaS,early-growth,A,Medium,2,"YC describes agents that execute fragmented corporate real-estate back-office and portfolio workflows; customer examples include Reddit and Confluent","YC company description","Customer and automation claims are directory statements; integration, procurement and data-security requirements are enterprise-heavy.","https://www.ycombinator.com/companies/flexdesk",2026-08-30
PermitFlow,https://www.ycombinator.com/companies/permitflow,active,2026-08-30,United States,United States,2022,Y Combinator W2022,L2 Feasibility,L5 Construction/L1 Land/site,AI preconstruction and permit management,private startup,AI SaaS,scaleup,A,Medium,2,"YC describes an AI platform helping contractors and developers manage preconstruction and permitting","YC company description","Permitting is authority-specific; no Bangladesh data or workflow equivalence should be assumed.","https://www.ycombinator.com/companies/permitflow",2026-08-30
WeReno,https://www.ycombinator.com/companies/wereno,active,2026-08-30,Canada,Canada and North America,2022,Y Combinator W2022,L5 Construction,L8 Property operations,AI owner's representative for renovations and capital projects,private startup,AI SaaS and services,early-growth,A,Medium,2,"YC describes drawing analysis, scopes, cost estimates, RFQs, vendor coordination and execution tracking","YC company description","Construction drawings, trade pricing, contracts and vendor market are jurisdiction-specific; treat as workflow benchmark.","https://www.ycombinator.com/companies/wereno",2026-08-30
Paces,https://www.ycombinator.com/companies/paces,active,2026-08-30,United States,United States,2022,Y Combinator S2022,L1 Land/site,L2 Feasibility/L5 Construction,AI siting interconnection permitting and renewable/data-center development,private startup,AI SaaS and development services,early-growth,A,Medium,2,"YC describes automation and expert services that accelerate renewable-energy and data-center projects from siting through construction-ready","YC company description","Energy and data-center development differs from residential real estate; useful for infrastructure siting and permitting architecture.","https://www.ycombinator.com/companies/paces",2026-08-30
Material Depot,https://www.ycombinator.com/companies/material-depot,active,2026-08-30,India,India,2022,Y Combinator W2022,L5 Construction,L11 Handover/end-of-life,interior-material marketplace and supply chain,private startup,marketplace and direct commerce,scaleup,A,Medium,2,"YC describes direct manufacturer-to-customer materials with live trend data and reports 10,000+ homes served","company-reported scale via YC description","Supply chain quality, returns, credit, delivery and local product certification must be verified before procurement integration.","https://www.ycombinator.com/companies/material-depot",2026-08-30
Agave,https://www.ycombinator.com/companies/agave,active,2026-08-30,United States,United States,2022,Y Combinator W2022,L5 Construction,L3 Capital/finance,financial operations APIs and AI for construction,private startup,API SaaS,scaleup,A,Medium,2,"YC describes integration rails and AI for invoicing expenses compliance billing and other construction financial workflows; YC page reports 500+ customers","company-reported scale via YC description","Customer and profitability claims are YC-directory statements; accounting APIs and tax rules are jurisdiction-specific.","https://www.ycombinator.com/companies/agave",2026-08-30
Apply Design,https://www.ycombinator.com/companies/apply-design,active,2026-08-30,Israel,Global,2022,Y Combinator S2022,L6 Marketing/sales,L11 Handover/end-of-life,AI virtual staging for property marketing,private startup,subscription SaaS,scaleup,A,Low-medium,3,"YC describes one-click photorealistic staging and reports 10,000+ properties processed monthly","company-reported scale via YC description","Image provenance, disclosure, copyright and buyer-expectation risk matter; staging does not prove conversion or price lift.","https://www.ycombinator.com/companies/apply-design",2026-08-30
Stairs Financial,https://www.ycombinator.com/companies/stairs-financial,active,2026-08-30,United States,United States,2022,Y Combinator W2022,L3 Capital/finance,L6 Marketing/sales,housing-affordability grants loans and tax-benefit discovery,private startup,fintech and govtech referral,early-stage,A,Medium,2,"YC describes a home-search and finance workflow that matches young buyers with grants, loans and tax breaks","YC company description","Government-program eligibility and regulated financial referrals are country-specific; useful for affordability and customer-finance research.","https://www.ycombinator.com/companies/stairs-financial",2026-08-30
